CampaignId,EntryNo,RegistrationNo,NoClaimBonus,InsCompany,InsId,FLData,FLResponse,FLStatus,PBVehicleId,SQRequest,SQResponse,SQStatus,SQCount
19386,MUM-0411999-01-R-1,MH05AS4116,50,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
19387,MUM-0104226-01-R-5-ED-1,MH05AX2554,65,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
19388,MUM-0599533-01,MH05AX9987,35,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
19389,MUM-0602352-01,MH05BG0909,0,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
19390,MUM-0201353-01-R-3,MH05BL0567,35,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
19391,MUM-0451781-01-R-1,MH05BL1259,45,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
19392,MUM-0186847-03-R-2,MH05BS3201,0,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
19393,MUM-0615961-01,MH05BS3516,0,IFFCO-TOKIO GENERAL INSURANCE CO LTD,7,,,0,0,,,0,0
19394,MUM-0285384-01-R-1,MH05CA3153,0,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
19395,MUM-0022381-02-R-6,MH06AF4617,20,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
19396,MUM-0136751-01-R-4,MH06AN8712,50,THE ORIENTAL INSURANCE CO LTD,13,,,0,0,,,0,0
19397,DEL-0600049-01,ch01at9840,35,UNITED INDIA INSURANCE CO LTD,14,,,0,0,,,0,0
19398,CHND-0623680-01,CH01AY2503,0,THE ORIENTAL INSURANCE CO LTD,13,,,0,0,,,0,0
19399,CHND-0619296-01,CH01BC1533,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
19400,AHD-0411801-01-R-1,CH01BC4412,20,ICICI LOMBARD GENERAL INSURANCE CO LTD,6,,,0,0,,,0,0
19401,CHND-0615056-01,CH01BD5519,20,THE ORIENTAL INSURANCE CO LTD,13,,,0,0,,,0,0
19402,CHND-0604361-01,CH03Y5779,0,L AND T GENERAL INSURANCE COMPANY LTD,15,,,0,0,,,0,0
19403,AHD-0197382-01-R-3,CH04E3161,35,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
19404,CHND-0631680-01,CH04K7954,0,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
19405,RJK-0212487-01-R-3,DD02O4163,20,ICICI LOMBARD GENERAL INSURANCE CO LTD,6,,,0,0,,,0,0
19406,SRT-0606841-01,DD03AE0068,20,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
19407,SRT-0623428-01,DD03F2142,20,TATA AIG GENERAL INSURANCE CO LTD,37,,,0,0,,,0,0
19408,BRD-0137425-01-R-5,DD03G1359,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
19409,AHD-0606687-01,DD03H2377,20,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
19410,SRT-0622278-01,DD03Y0045,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
19411,DEL-0315774-05-R-1,DE7CT2635,25,TATA AIG GENERAL INSURANCE CO LTD,37,,,0,0,,,0,0
19412,DEL-0131804-02,DL01CM9969,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
19413,DEL-0416565-02-R-1,DL01CQ0106,35,TATA AIG GENERAL INSURANCE CO LTD,37,,,0,0,,,0,0
19414,DEL-0604592-01,DL01CS1390,25,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
19415,DEL-0607613-01,dl01ct4164,20,NATIONAL INSURANCE CO LTD,8,,,0,0,,,0,0
19416,DEL-0354326-02,DL01CT4808,20,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
19417,DEL-0630416-01,DL01CT6905,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
19418,DEL-0213317-09-R-2,DL01N6820,25,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
19419,MUM-0057557-191-R-1,DL01N6821,0,THE ORIENTAL INSURANCE CO LTD,13,,,0,0,,,0,0
19420,MUM-0122541-631-R-1,DL01N8803,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
19421,MUM-0621827-02,DL01YD8887,25,UNITED INDIA INSURANCE CO LTD,14,,,0,0,,,0,0
19422,DEL-0254176-02-R-2,DL02CAE8963,50,LIBERTY VIDEOCON GENERAL INSURANCE COMPANY LTD,33,,,0,0,,,0,0
19423,DEL-0286485-01-R-2,DL02CAE9584,50,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
19424,DEL-0307935-03-R-1,DL02CAK5750,50,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
19425,JAM-0291903-01-R-2,GJ10BR0508,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
19426,JAM-0394402-02-R-2,GJ10BR5961,0,ICICI LOMBARD GENERAL INSURANCE CO LTD,6,,,0,0,,,0,0
19427,JAM-0405944-01-R-1,GJ10BR5975,50,IFFCO-TOKIO GENERAL INSURANCE CO LTD,7,,,0,0,,,0,0
19428,JAM-0408573-01-R-1,GJ10BR6799,20,IFFCO-TOKIO GENERAL INSURANCE CO LTD,7,,,0,0,,,0,0
19429,JAM-0451230-01-R-1,GJ10BR6884,0,ICICI LOMBARD GENERAL INSURANCE CO LTD,6,,,0,0,,,0,0
19430,JAM-0453308-01-R-1,GJ10BR7407,20,ICICI LOMBARD GENERAL INSURANCE CO LTD,6,,,0,0,,,0,0
19431,RJK-0294260-02-R-2,GJ11AS2151,0,ICICI LOMBARD GENERAL INSURANCE CO LTD,6,,,0,0,,,0,0
19432,RJK-0451319-01-R-1,GJ11AS5983,20,ICICI LOMBARD GENERAL INSURANCE CO LTD,6,,,0,0,,,0,0
19433,RJK-0630392-01,GJ11AS9251,20,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
19434,RJK-0079804-01-R-4,GJ12BF0800,0,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
19435,GNDH-0617817-01,GJ12BF6492,45,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
19436,GNDH-0411155-01-R-1,GJ12BF7318,45,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
19437,AHD-0622590-01,GJ12BR8452,25,NATIONAL INSURANCE CO LTD,8,,,0,0,,,0,0
19438,GNDH-0284413-01-R-2,GJ12CD8586,25,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
19439,GNDH-0048406-02-ED-1,GJ12CG6581,0,TATA AIG GENERAL INSURANCE CO LTD,37,,,0,0,,,0,0
19440,RJK-0505918-01-R-1,GJ12CP0043,0,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
19441,GNDH-0632428-01,GJ12DA8181,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
19442,AHD-0203047-01-R-3,GJ13CC3068,45,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
19443,RJK-0007285-01-R-9,GJ14E3008,50,IFFCO-TOKIO GENERAL INSURANCE CO LTD,7,,,0,0,,,0,0
19444,MUM-0057557-1169,MH46AD0903,20,THE ORIENTAL INSURANCE CO LTD,13,,,0,0,,,0,0
19445,MUM-0601998-01,MH46AL7822,20,CHOLAMANDALAM MS GENERAL INSURANCE COMPANY LTD,3,,,0,0,,,0,0
19446,MUM-0601928-01,MH46AL8617,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
19447,MUM-0601928-01-ED-1,MH46AL8617,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
19448,MUM-0415559-01-R-1,MH46AL9296,20,IFFCO-TOKIO GENERAL INSURANCE CO LTD,7,,,0,0,,,0,0
19449,MUM-0126212-1096,MH46AL9530,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
19450,MUM-0057557-1190,MH46D0439,0,THE ORIENTAL INSURANCE CO LTD,13,,,0,0,,,0,0
19451,MUM-0449909-01-R-1,MH46N5573,25,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
19452,MUM-0607074-01,MH46X1939,35,TATA AIG GENERAL INSURANCE CO LTD,37,,,0,0,,,0,0
19453,MUM-0630346-01-ED-1,MH46X2787,25,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
19454,MUM-0622768-01,MH46Z6126,20,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
19455,MUM-0291191-01-R-2,MH46Z6939,25,THE ORIENTAL INSURANCE CO LTD,13,,,0,0,,,0,0
19456,MUM-0405697-01-R-1,MH47A1301,20,LIBERTY VIDEOCON GENERAL INSURANCE COMPANY LTD,33,,,0,0,,,0,0
19457,MUM-0622862-01,MH47A3553,50,TATA AIG GENERAL INSURANCE CO LTD,37,,,0,0,,,0,0
19458,MUM-0620996-01,MH48A8257,0,CHOLAMANDALAM MS GENERAL INSURANCE COMPANY LTD,3,,,0,0,,,0,0
19459,MUM-0139725-01-R-4,MH48A8581,20,TATA AIG GENERAL INSURANCE CO LTD,37,,,0,0,,,0,0
19460,MUM-0206040-01-R-3,MH48P6732,0,ROYAL SUNDARAM ALLIANCE INSURANCE COMPANY LTD,10,,,0,0,,,0,0
19461,PUN-0510462-02,MH506150,0,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
19462,PUN-0617773-01,MH50A1817,25,FUTURE GENERALI INDIA INSURANCE COMPANY LTD,4,,,0,0,,,0,0
19463,IND-0136761-01-R-4,MP04CC3048,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
19464,IND-0139229-01-R-4,MP04CC3511,50,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
19465,IND-0202921-01-R-3,MP04CF5760,50,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
19466,BPL-0618803-01,MP04CJ7666,25,UNITED INDIA INSURANCE CO LTD,14,,,0,0,,,0,0
19467,BPL-0630904-01,MP04CJ8190,50,UNITED INDIA INSURANCE CO LTD,14,,,0,0,,,0,0
19468,BPL-0615849-01,MP04CL2904,35,THE ORIENTAL INSURANCE CO LTD,13,,,0,0,,,0,0
19469,IND-0259034-01-R-3,MP04CM3250,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
19470,BPL-0607383-01,MP04CM9511,25,CHOLAMANDALAM MS GENERAL INSURANCE COMPANY LTD,3,,,0,0,,,0,0
19471,BPL-0607378-01,MP04CP4719,20,CHOLAMANDALAM MS GENERAL INSURANCE COMPANY LTD,3,,,0,0,,,0,0
19472,MUM-0630969-01,MP07CD7927,20,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
19473,IND-0618023-01,MP09BC1052,50,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
19474,IND-0203507-01-R-3,MP09CA9578,35,TATA AIG GENERAL INSURANCE CO LTD,37,,,0,0,,,0,0
19475,IND-0131571-01-R-4,MP09CC7181,50,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
19476,IND-0622242-01,MP09CC9021,0,THE ORIENTAL INSURANCE CO LTD,13,,,0,0,,,0,0
19477,IND-0077167-01-R-4,MP09CE3217,25,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
19478,IND-0617969-01,MP09CE3646,0,TATA AIG GENERAL INSURANCE CO LTD,37,,,0,0,,,0,0
19479,IND-0620484-01,MP09CJ9579,35,TATA AIG GENERAL INSURANCE CO LTD,37,,,0,0,,,0,0
19480,IND-0416510-01-R-1,MP09CL0114,45,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
19481,IND-0146997-03-R-1,MP09CN2211,35,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
19482,IND-0603241-01,MP09CP5203,0,ICICI LOMBARD GENERAL INSURANCE CO LTD,6,,,0,0,,,0,0
19483,IND-0603995-01,MP09CP5393,25,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
19484,DEL-0356299-03,DL8CAF6933,25,FUTURE GENERALI INDIA INSURANCE COMPANY LTD,4,,,0,0,,,0,0
19485,DEL-0599688-01,DL8CAL0329,20,TATA AIG GENERAL INSURANCE CO LTD,37,,,0,0,,,0,0
19486,DEL-0267428-03,DL8CAM0745,0,TATA AIG GENERAL INSURANCE CO LTD,37,,,0,0,,,0,0
19487,DEL-0602782-01,DL8CL8689,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
19488,DEL-0488595-03,DL8CU8928,35,FUTURE GENERALI INDIA INSURANCE COMPANY LTD,4,,,0,0,,,0,0
19489,DEL-0606784-01,DL9CAL4938,20,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
19490,DEL-0208391-02-R-2,DL9CM8729,50,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
19491,SRT-0619767-01,DN09F0165,0,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
19492,GOA-0614204-01,GA01A0092,35,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
19493,GOA-0012206-01-R-8,GA01S7916,50,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
19494,GOA-0079785-01-R-2,GA03C8968,50,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
19495,NAS-0645295-01,MH01AH8807,0,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
19496,MUM-0210093-05-R-1,MH01AL2340,45,TATA AIG GENERAL INSURANCE CO LTD,37,,,0,0,,,0,0
19497,MUM-0621704-01,MH01AL5436,0,TATA AIG GENERAL INSURANCE CO LTD,37,,,0,0,,,0,0
19498,MUM-0028320-02-R-6,MH01AR5645,0,TATA AIG GENERAL INSURANCE CO LTD,37,,,0,0,,,0,0
19499,MUM-0606900-01,MH01AR5806,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
19500,MUM-0195083-01-R-3,MH01AR5873,0,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
19501,MUM-0101128-01-R-5,MH01AR5892,50,TATA AIG GENERAL INSURANCE CO LTD,37,,,0,0,,,0,0
19502,MUM-0077823-01-R-6,MH01AR6127,50,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
19503,MUM-0064655-03-R-5,MH01AR6305,50,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
19504,MUM-0613998-01,MH01AR6912,35,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
19505,MUM-0035533-02-R-5,MH01AR7131,20,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
19506,MUM-0079843-01-R-6,MH01AR7689,50,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
19507,MUM-0622683-01,MH01AR7899,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
19508,MUM-0620146-01,MH01AT0466,50,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
19509,MUM-0076786-01-R-6,MH01AU0747,45,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
19510,MUM-0605712-01,MH01AX2220,45,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
19511,MUM-0102217-01-R-5,MH01AX5030,0,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
19512,MUM-0102660-01-R-5,MH01AX5280,25,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
19513,MUM-0102852-01-R-5-OP-1,MH01AX5533,0,SHAMAN CARS INDIA PVT LTD,6,,,0,0,,,0,0
19514,MUM-0103254-01-R-2,MH01AX5760,45,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
19515,MUM-0103245-01-R-5,MH01AX5790,50,THE ORIENTAL INSURANCE CO LTD,13,,,0,0,,,0,0
19516,MUM-0104081-01-R-5,MH01AX6215,50,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
19517,MUM-0104215-01-R-4,MH01AX6216,45,THE ORIENTAL INSURANCE CO LTD,13,,,0,0,,,0,0
19518,MUM-0209952-01-R-1,MH01AX6257,0,TATA AIG GENERAL INSURANCE CO LTD,37,,,0,0,,,0,0
19519,MUM-0133251-05-R-1,MH01AX7482,0,IFFCO-TOKIO GENERAL INSURANCE CO LTD,7,,,0,0,,,0,0
19520,MUM-0616301-01,MH01AX8694,0,IFFCO-TOKIO GENERAL INSURANCE CO LTD,7,,,0,0,,,0,0
19521,MUM-0605205-01,MH01BB4605,20,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
19522,MUM-0607388-01,MH01BD2221,20,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
19523,JAI-0621267-01,RJ02CB4886,45,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
19524,JAI-0605531-01,RJ02CC1827,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
19525,JAI-0632647-01,RJ14CA4550,35,IFFCO-TOKIO GENERAL INSURANCE CO LTD,7,,,0,0,,,0,0
19526,JAI-0642768-01,RJ14CD3450,45,TATA AIG GENERAL INSURANCE CO LTD,37,,,0,0,,,0,0
19527,JAI-0606996-01,RJ14CD3870,50,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
19528,JAI-0606909-01,RJ14CP0333,25,TATA AIG GENERAL INSURANCE CO LTD,37,,,0,0,,,0,0
19529,JAI-0604319-01,RJ14CP7883,35,SHRIRAM GENERAL INSURANCE COMPANY LTD,18,,,0,0,,,0,0
19530,JAI-0618007-01,RJ14CP9830,25,TATA AIG GENERAL INSURANCE CO LTD,37,,,0,0,,,0,0
19531,JAI-0622617-01,RJ14CQ3670,45,NATIONAL INSURANCE CO LTD,8,,,0,0,,,0,0
19532,JAI-0603772-01,RJ14CR5550,25,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
19533,JAI-0614068-01,RJ14CT4241,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
19534,MUM-0055245-1027-R-3,RJ14CT5242,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
19535,JAI-0622356-01,RJ14CW1175,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
19536,JAI-0615877-01,RJ14CW6040,25,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
19537,JAI-0631280-01,RJ14CW9201,25,FUTURE GENERALI INDIA INSURANCE COMPANY LTD,4,,,0,0,,,0,0
19538,JAI-0631180-01,RJ14CW9234,25,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
19539,JAI-0600416-01,RJ14CZ3225,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
19540,JAI-0619821-01,RJ14CZ9258,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
19541,JAI-0631223-01,RJ14GB9620,50,IFFCO-TOKIO GENERAL INSURANCE CO LTD,7,,,0,0,,,0,0
19542,JAI-0604325-01,RJ14NC9090,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
19543,JAI-0603798-01,RJ14UD4332,25,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
19544,JAI-0620365-01,RJ14UG5111,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
19545,JAI-0622115-01,RJ14UH3500,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
19546,JAI-0620665-01,RJ19CD8631,20,TATA AIG GENERAL INSURANCE CO LTD,37,,,0,0,,,0,0
19547,JAI-0605513-01,RJ19CD9332,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
19548,JAI-0622966-01,RJ19CE7757,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
19549,MUM-0403183-01-R-1,MH02DN0227,20,TATA AIG GENERAL INSURANCE CO LTD,37,,,0,0,,,0,0
19550,MUM-0285706-01-R-2,MH02DN0250,0,ROYAL SUNDARAM ALLIANCE INSURANCE COMPANY LTD,10,,,0,0,,,0,0
19551,MUM-0600085-01,MH02DN0533,0,IFFCO-TOKIO GENERAL INSURANCE CO LTD,7,,,0,0,,,0,0
19552,MUM-0107989-03-R-1,MH02DN0553,25,UNITED INDIA INSURANCE CO LTD,14,,,0,0,,,0,0
19553,MUM-0403230-01-R-1-OP-1,MH02DN0690,0,LIBERTY VIDEOCON GENERAL INSURANCE COMPANY LTD,33,,,0,0,,,0,0
19554,MUM-0288415-01-R-2,MH02DN1079,25,LIBERTY VIDEOCON GENERAL INSURANCE COMPANY LTD,33,,,0,0,,,0,0
19555,MUM-0288437-01-R-2,MH02DN1082,25,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
19556,MUM-0605618-01,MH02DN1090,0,IFFCO-TOKIO GENERAL INSURANCE CO LTD,7,,,0,0,,,0,0
19557,MUM-0617059-01,MH02DN2178,20,TATA AIG GENERAL INSURANCE CO LTD,37,,,0,0,,,0,0
19558,MUM-0615934-01,MH02DN2202,0,IFFCO-TOKIO GENERAL INSURANCE CO LTD,7,,,0,0,,,0,0
19559,MUM-0409425-01-R-1,MH02DN2628,25,LIBERTY VIDEOCON GENERAL INSURANCE COMPANY LTD,33,,,0,0,,,0,0
19560,MUM-0409286-01-R-1,MH02DN3014,20,LIBERTY VIDEOCON GENERAL INSURANCE COMPANY LTD,33,,,0,0,,,0,0
19561,MUM-0293237-01-R-2,MH02DN3298,0,LIBERTY VIDEOCON GENERAL INSURANCE COMPANY LTD,33,,,0,0,,,0,0
19562,MUM-0297281-01-R-2,MH02DN4861,65,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
19563,MUM-0409729-01-R-1,MH02DZ1917,20,ICICI LOMBARD GENERAL INSURANCE CO LTD,6,,,0,0,,,0,0
19564,MUM-0621642-01-R-1,MH02DZ2696,20,BAJAJ ALLIANZ GENERAL INSURANCE CO LTD,1,,,0,0,,,0,0
19565,MUM-0449847-01-R-1,MH02DZ2824,20,LIBERTY VIDEOCON GENERAL INSURANCE COMPANY LTD,33,,,0,0,,,0,0
19566,MUM-0614137-01,MH02DZ8000,20,ICICI LOMBARD GENERAL INSURANCE CO LTD,6,,,0,0,,,0,0
19567,MUM-0614479-01,MH02JP6964,0,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
19568,MUM-0126998-02-R-4,MH02JP9357,50,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
19569,MUM-0407002-01-R-1,MH02PA5028,0,IFFCO-TOKIO GENERAL INSURANCE CO LTD,7,,,0,0,,,0,0
19570,MUM-0111481-50,MH02WA7060,0,BAJAJ ALLIANZ GENERAL INSURANCE CO LTD,1,,,0,0,,,0,0
19571,MUM-0111481-49,MH02WA7063,45,BAJAJ ALLIANZ GENERAL INSURANCE CO LTD,1,,,0,0,,,0,0
19572,MUM-0379048-05-R-1,MH02WA7991,0,UNITED INDIA INSURANCE CO LTD,14,,,0,0,,,0,0
19573,MUM-0074610-05,MH02XA1971,45,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
19574,MUM-0408035-01-R-1,MH03AM8535,0,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
19575,MUM-0415323-01-R-1,MH03AM8587,20,UNITED INDIA INSURANCE CO LTD,14,,,0,0,,,0,0
19576,MUM-0240434-01-R-3,MH03AM8746,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
19577,MUM-0134959-01-R-4,MH03AM8790,50,ROYAL SUNDARAM ALLIANCE INSURANCE COMPANY LTD,10,,,0,0,,,0,0
19578,MUM-0619662-01,MH03AR7510,25,IFFCO-TOKIO GENERAL INSURANCE CO LTD,7,,,0,0,,,0,0
19579,HYD-0293458-01-R-1,AP05CE5768,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
19580,HYD-0200469-01-R-3,AP09BP9914,45,NATIONAL INSURANCE CO LTD,8,,,0,0,,,0,0
19581,HYD-0288772-01-R-2,AP09BR0055,25,BAJAJ ALLIANZ GENERAL INSURANCE CO LTD,1,,,0,0,,,0,0
19582,HYD-0203043-01-R-3,AP09BU5991,45,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
19583,HYD-0139549-01-R-4,AP09BV1860,25,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
19584,HYD-0102909-01-R-5,AP09BZ2476,35,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
19585,HYD-0605198-01,AP09CE3396,50,NATIONAL INSURANCE CO LTD,8,,,0,0,,,0,0
19586,HYD-0134627-01-R-4,AP09CE5367,50,L AND T GENERAL INSURANCE COMPANY LTD,15,,,0,0,,,0,0
19587,HYD-0209936-01-R-3,AP09CM1335,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
19588,HYD-0406120-01-R-1,AP09CM8444,0,TATA AIG GENERAL INSURANCE CO LTD,37,,,0,0,,,0,0
19589,HYD-0280248-01-R-2,AP09CQ4858,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
19590,HYD-0286097-01-R-2,AP09CS0865,35,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
19591,HYD-0622870-01,AP09CS3591,25,NATIONAL INSURANCE CO LTD,8,,,0,0,,,0,0
19592,HYD-0294326-01-R-2,AP09CS7950,25,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
19593,HYD-0047779-29-R-2,AP09TA7248,50,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
19594,AHD-0290283-01-R-2,GJ02BH3646,35,THE ORIENTAL INSURANCE CO LTD,13,,,0,0,,,0,0
19595,AHD-0205868-01-R-3,GJ02BH4748,20,ICICI LOMBARD GENERAL INSURANCE CO LTD,6,,,0,0,,,0,0
19596,AHD-0621572-01,GJ02BP0478,25,NATIONAL INSURANCE CO LTD,8,,,0,0,,,0,0
